generations ; different number of genome ; average fitness ; variance Fitness ; first quartile Fitness ; median fitness ; third quartile fitness, average match ; variance match ;first quartile match ; median Match ; third quartile match ; agent alive; average genome's age; variance genome's age; first quartile genome's age; median genome's age ; third quartile genome's age ; yougest genome ;oldest genome 
1 ; 75;52.7109;459.786;35.4628;52.0811;61.3542;1.83282;0.68069;1.23077;1.73077;2.19231;75;1;0;1;1;1;1;1;542.671;70422.7;351.92;531.49;712.515
2 ; 75;70.8576;627.617;52.547;70.3885;85.4297;1.86469;0.628569;1.2963;1.81481;2.22222;75;1;0;1;1;1;1;1;73.7665;7456.68;0.0129699;37.0027;114.466
3 ; 75;70.9614;598.911;54.4476;69.6853;86.3528;1.88381;0.601058;1.35714;1.82143;2.21429;75;1;0;1;1;1;1;1;57.5822;5575.37;0;33.3751;74.5849
4 ; 75;70.5001;601.663;53.3606;67.3378;84.7967;1.90253;0.572378;1.41379;1.82759;2.2069;75;1;0;1;1;1;1;1;50.4864;5472.31;0;6.48001;92.1119
5 ; 75;69.833;572.621;52.9782;65.9642;82.0516;1.91467;0.552955;1.43333;1.8;2.26667;75;1;0;1;1;1;1;1;43.1814;6091.33;0;0.221814;60.7949
6 ; 75;68.9732;556.849;51.2692;65.2818;79.4418;1.91656;0.540911;1.45161;1.80645;2.29032;75;1;0;1;1;1;1;1;39.0226;5109.6;0;0.000307705;61.6662
7 ; 75;68.0373;559.525;49.6671;64.3952;77.3393;1.91875;0.529036;1.46875;1.78125;2.25;75;1;0;1;1;1;1;1;32.5778;3883.86;0;0.00930206;41.1788
8 ; 75;66.9628;554.504;48.162;63.3324;78.009;1.92081;0.520059;1.48485;1.78788;2.24242;75;1;0;1;1;1;1;1;39.5206;4836.88;0;0.00267657;63.8565
9 ; 75;66.1556;547.779;47.0851;62.6298;81.0925;1.92627;0.504945;1.47059;1.85294;2.20588;75;1;0;1;1;1;1;1;27.1487;3001.56;0;0.002713;17.0184
10 ; 75;65.0411;527.054;47.2771;61.5599;78.8899;1.9261;0.486206;1.48571;1.82857;2.22857;75;1;0;1;1;1;1;1;25.9552;2525.52;0;0;23.1214
11 ; 75;63.9554;523.995;45.9638;60.6531;77.5076;1.9237;0.470372;1.47222;1.80556;2.22222;75;1;0;1;1;1;1;1;21.1254;2654.3;0;0;6.39156
12 ; 75;62.7979;519.999;44.7215;59.0139;75.4128;1.91964;0.460014;1.48649;1.78378;2.21622;75;1;0;1;1;1;1;1;20.6304;2859.14;0;0;3.74913
13 ; 75;61.6882;524.895;43.5447;57.4609;73.4283;1.91474;0.45093;1.5;1.78947;2.21053;75;1;0;1;1;1;1;1;17.0024;1606.94;0;0;4.91916
14 ; 75;60.5424;522.669;42.4281;55.9875;71.5455;1.90803;0.440361;1.51282;1.79487;2.17949;75;1;0;1;1;1;1;1;12.7688;897.228;0;0;0.837757
15 ; 75;59.3481;510.7;41.6743;54.5878;70.4079;1.90167;0.431722;1.475;1.8;2.2;75;1;0;1;1;1;1;1;11.571;846.075;0;0;0.258728
16 ; 75;58.1828;499.139;40.6579;53.2564;70.0634;1.89951;0.427919;1.43902;1.80488;2.2439;75;1;0;1;1;1;1;1;16.0266;1078.37;0;0;1.34661
